source,target,type
162,299,undirected
256,267,undirected
327,328,undirected
47,118,undirected
206,239,undirected
101,179,undirected
67,274,undirected
219,230,undirected
167,292,undirected
65,261,undirected
109,299,undirected
139,162,undirected
288,296,undirected
120,258,undirected
315,316,undirected
47,311,undirected
100,152,undirected
112,147,undirected
91,112,undirected
281,293,undirected
92,230,undirected
66,151,undirected
146,217,undirected
152,221,undirected
109,118,undirected
47,230,undirected
147,161,undirected
8,47,undirected
58,65,undirected
150,162,undirected
8,28,undirected
10,11,undirected
246,293,undirected
182,306,undirected
199,201,undirected
40,62,undirected
233,254,undirected
230,237,undirected
42,47,undirected
130,166,undirected
192,204,undirected
123,163,undirected
222,232,undirected
177,248,undirected
147,177,undirected
67,174,undirected
92,118,undirected
147,218,undirected
221,249,undirected
95,150,undirected
123,146,undirected
233,296,undirected
118,297,undirected
109,258,undirected
118,126,undirected
177,212,undirected
245,248,undirected
232,296,undirected
321,323,undirected
109,212,undirected
179,311,undirected
183,219,undirected
299,301,undirected
148,166,undirected
9,10,undirected
258,293,undirected
84,118,undirected
166,258,undirected
113,152,undirected
73,94,undirected
269,270,undirected
176,307,undirected
143,162,undirected
146,177,undirected
71,90,undirected
128,152,undirected
83,97,undirected
201,253,undirected
109,201,undirected
147,174,undirected
201,214,undirected
131,310,undirected
93,161,undirected
162,258,undirected
321,324,undirected
94,232,undirected
107,118,undirected
45,59,undirected
47,152,undirected
95,119,undirected
177,190,undirected
201,311,undirected
112,292,undirected
131,179,undirected
179,299,undirected
8,23,undirected
94,182,undirected
45,50,undirected
221,305,undirected
67,301,undirected
91,176,undirected
246,253,undirected
118,248,undirected
233,276,undirected
98,144,undirected
112,248,undirected
201,292,undirected
47,60,undirected
152,252,undirected
128,258,undirected
90,118,undirected
112,305,undirected
130,160,undirected
166,299,undirected
131,174,undirected
255,295,undirected
152,215,undirected
109,217,undirected
208,258,undirected
204,230,undirected
130,148,undirected
230,252,undirected
125,177,undirected
247,261,undirected
296,308,undirected
145,148,undirected
147,299,undirected
166,169,undirected
50,63,undirected
152,307,undirected
182,220,undirected
112,189,undirected
47,293,undirected
118,148,undirected
75,201,undirected
249,259,undirected
216,258,undirected
131,147,undirected
94,311,undirected
67,123,undirected
166,274,undirected
159,248,undirected
176,222,undirected
152,166,undirected
75,87,undirected
150,255,undirected
109,273,undirected
28,35,undirected
297,308,undirected
47,219,undirected
261,286,undirected
118,191,undirected
261,266,undirected
123,296,undirected
307,310,undirected
230,261,undirected
47,49,undirected
47,75,undirected
114,118,undirected
230,286,undirected
169,183,undirected
184,255,undirected
201,236,undirected
321,322,undirected
118,222,undirected
47,183,undirected
189,232,undirected
47,142,undirected
182,310,undirected
176,305,undirected
118,306,undirected
176,230,undirected
219,246,undirected
253,255,undirected
300,301,undirected
112,221,undirected
54,60,undirected
242,245,undirected
212,261,undirected
157,177,undirected
152,167,undirected
118,225,undirected
242,261,undirected
288,308,undirected
45,46,undirected
167,179,undirected
112,253,undirected
118,179,undirected
67,150,undirected
216,239,undirected
73,118,undirected
128,182,undirected
65,116,undirected
46,67,undirected
112,172,undirected
94,118,undirected
212,217,undirected
118,201,undirected
31,32,undirected
35,36,undirected
67,136,undirected
46,63,undirected
47,123,undirected
33,47,undirected
131,219,undirected
133,232,undirected
118,311,undirected
126,137,undirected
159,166,undirected
152,292,undirected
143,147,undirected
6,13,undirected
67,299,undirected
174,177,undirected
177,255,undirected
152,183,undirected
256,272,undirected
176,239,undirected
167,174,undirected
162,305,undirected
67,246,undirected
92,112,undirected
174,261,undirected
125,152,undirected
182,222,undirected
62,166,undirected
65,67,undirected
118,307,undirected
119,310,undirected
203,253,undirected
131,261,undirected
228,236,undirected
80,118,undirected
218,230,undirected
149,230,undirected
261,280,undirected
199,213,undirected
16,22,undirected
222,230,undirected
65,219,undirected
230,310,undirected
68,147,undirected
67,119,undirected
161,230,undirected
172,230,undirected
65,203,undirected
144,258,undirected
109,170,undirected
162,255,undirected
99,161,undirected
255,271,undirected
47,197,undirected
152,222,undirected
221,321,undirected
118,174,undirected
152,198,undirected
174,217,undirected
162,230,undirected
142,216,undirected
92,221,undirected
166,230,undirected
166,219,undirected
217,232,undirected
161,299,undirected
198,232,undirected
169,219,undirected
8,65,undirected
112,202,undirected
166,296,undirected
167,201,undirected
217,248,undirected
259,273,undirected
112,152,undirected
150,176,undirected
8,24,undirected
172,219,undirected
118,198,undirected
201,242,undirected
233,274,undirected
139,161,undirected
13,14,undirected
130,258,undirected
162,252,undirected
174,305,undirected
177,218,undirected
320,324,undirected
54,59,undirected
232,307,undirected
40,61,undirected
217,256,undirected
248,258,undirected
162,301,undirected
174,219,undirected
262,297,undirected
275,276,undirected
47,58,undirected
195,207,undirected
192,255,undirected
163,182,undirected
95,176,undirected
128,166,undirected
166,177,undirected
276,296,undirected
146,147,undirected
9,13,undirected
276,293,undirected
146,260,undirected
253,258,undirected
126,182,undirected
201,213,undirected
203,258,undirected
102,118,undirected
118,149,undirected
76,142,undirected
152,158,undirected
91,152,undirected
45,118,undirected
168,258,undirected
81,166,undirected
162,232,undirected
66,116,undirected
167,176,undirected
118,219,undirected
152,299,undirected
232,297,undirected
67,144,undirected
136,152,undirected
166,184,undirected
166,213,undirected
118,143,undirected
112,232,undirected
197,219,undirected
218,249,undirected
95,177,undirected
203,261,undirected
159,293,undirected
176,263,undirected
109,147,undirected
230,281,undirected
50,62,undirected
47,176,undirected
287,301,undirected
131,221,undirected
49,56,undirected
174,258,undirected
292,299,undirected
258,261,undirected
109,179,undirected
152,258,undirected
144,225,undirected
174,230,undirected
88,118,undirected
218,255,undirected
221,310,undirected
182,195,undirected
119,230,undirected
256,271,undirected
221,322,undirected
123,159,undirected
82,140,undirected
159,182,undirected
57,118,undirected
152,310,undirected
182,212,undirected
146,301,undirected
94,166,undirected
133,219,undirected
263,313,undirected
131,162,undirected
69,71,undirected
261,305,undirected
230,258,undirected
118,136,undirected
221,273,undirected
230,243,undirected
260,273,undirected
299,311,undirected
176,201,undirected
